common_name,category,CID,AtomStereoCount,BondStereoCount,Charge,Complexity,ConnectivitySMILES,CovalentUnitCount,ExactMass,HBondAcceptorCount,HBondDonorCount,HeavyAtomCount,IUPACName,InChI,InChIKey,MolecularFormula,MolecularWeight,MonoisotopicMass,RotatableBondCount,SMILES,TPSA,XLogP,sdf_file
Tranylcypromine,Antidepressants,5530,2,0,0,116,C1C(C1N)C2=CC=CC=C2,1,133.089149355,1,1,10,2-phenylcyclopropan-1-amine,"InChI=1S/C9H11N/c10-9-6-8(9)7-4-2-1-3-5-7/h1-5,8-9H,6,10H2",AELCINSCMGFISI-UHFFFAOYSA-N,C9H11N,133.19,133.089149355,1,C1C(C1N)C2=CC=CC=C2,26,1.5,Tranylcypromine_5530.sdf
Isocarboxazid,Antidepressants,3759,0,0,0,254,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,1,231.100776666,4,2,17,"N'-benzyl-5-methyl-1,2-oxazole-3-carbohydrazide","InChI=1S/C12H13N3O2/c1-9-7-11(15-17-9)12(16)14-13-8-10-5-3-2-4-6-10/h2-7,13H,8H2,1H3,(H,14,16)",XKFPYPQQHFEXRZ-UHFFFAOYSA-N,C12H13N3O2,231.25,231.100776666,4,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,67.2,1.5,Isocarboxazid_3759.sdf
Moclobemide,Antidepressants,4235,0,0,0,262,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,1,268.0978555,3,1,18,4-chloro-N-(2-morpholin-4-ylethyl)benzamide,"InChI=1S/C13H17ClN2O2/c14-12-3-1-11(2-4-12)13(17)15-5-6-16-7-9-18-10-8-16/h1-4H,5-10H2,(H,15,17)",YHXISWVBGDMDLQ-UHFFFAOYSA-N,C13H17ClN2O2,268.74,268.0978555,4,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,41.6,1.5,Moclobemide_4235.sdf
Selegiline,Antidepressants,26757,1,0,0,195,CC(CC1=CC=CC=C1)N(C)CC#C,1,187.136099547,1,0,14,(2R)-N-methyl-1-phenyl-N-prop-2-ynylpropan-2-amine,"InChI=1S/C13H17N/c1-4-10-14(3)12(2)11-13-8-6-5-7-9-13/h1,5-9,12H,10-11H2,2-3H3/t12-/m1/s1",MEZLKOACVSPNER-GFCCVEGCSA-N,C13H17N,187.28,187.136099547,4,C[C@H](CC1=CC=CC=C1)N(C)CC#C,3.2,2.8,Selegiline_26757.sdf
Bupropion,Antidepressants,444,1,0,0,247,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,1,239.1076919,2,1,16,2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one,"InChI=1S/C13H18ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,15H,1-4H3",SNPPWIUOZRMYNY-UHFFFAOYSA-N,C13H18ClNO,239.74,239.1076919,4,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,29.1,3.2,Bupropion_444.sdf
Mirtazapine,Antidepressants,4205,1,0,0,345,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,1,265.157897619,3,0,20,"5-methyl-2,5,19-triazatetracyclo[13.4.0.02,7.08,13]nonadeca-1(15),8,10,12,16,18-hexaene","InChI=1S/C17H19N3/c1-19-9-10-20-16(12-19)15-7-3-2-5-13(15)11-14-6-4-8-18-17(14)20/h2-8,16H,9-12H2,1H3",RONZAEMNMFQXRA-UHFFFAOYSA-N,C17H19N3,265.35,265.157897619,0,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,19.4,3.3,Mirtazapine_4205.sdf
Trazodone,Antidepressants,5533,0,0,0,611,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,1,371.1512880,4,0,26,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one","InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2",PHLBKPHSAVXXEF-UHFFFAOYSA-N,C19H22ClN5O,371.9,371.1512880,5,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,42.4,2.8,Trazodone_5533.sdf
Nefazodone,Antidepressants,4449,0,0,0,649,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,1,469.2244530,5,0,33,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-5-ethyl-4-(2-phenoxyethyl)-1,2,4-triazol-3-one","InChI=1S/C25H32ClN5O2/c1-2-24-27-31(25(32)30(24)18-19-33-23-10-4-3-5-11-23)13-7-12-28-14-16-29(17-15-28)22-9-6-8-21(26)20-22/h3-6,8-11,20H,2,7,12-19H2,1H3",VRBKIVRKKCLPHA-UHFFFAOYSA-N,C25H32ClN5O2,470.0,469.2244530,10,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,51.6,4.3,Nefazodone_4449.sdf
Vortioxetine,Antidepressants,9966051,0,0,0,316,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,1,298.15036988,3,1,21,"1-[2-(2,4-dimethylphenyl)sulfanylphenyl]piperazine","InChI=1S/C18H22N2S/c1-14-7-8-17(15(2)13-14)21-18-6-4-3-5-16(18)20-11-9-19-10-12-20/h3-8,13,19H,9-12H2,1-2H3",YQNWZWMKLDQSAC-UHFFFAOYSA-N,C18H22N2S,298.4,298.15036988,3,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,40.6,4.2,Vortioxetine_9966051.sdf
Vilazodone,Antidepressants,6918314,0,0,0,729,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N,1,441.21647512,5,2,33,5-[4-[4-(5-cyano-1H-indol-3-yl)butyl]piperazin-1-yl]-1-benzofuran-2-carboxamide,"InChI=1S/C26H27N5O2/c27-16-18-4-6-23-22(13-18)19(17-29-23)3-1-2-8-30-9-11-31(12-10-30)21-5-7-24-20(14-21)15-25(33-24)26(28)32/h4-7,13-15,17,29H,1-3,8-12H2,(H2,28,32)",SGEGOXDYSFKCPT-UHFFFAOYSA-N,C26H27N5O2,441.5,441.21647512,7,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N,102,4,Vilazodone_6918314.sdf
Agomelatine,Antidepressants,82148,0,0,0,280,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,1,243.125928785,2,1,18,N-[2-(7-methoxynaphthalen-1-yl)ethyl]acetamide,"InChI=1S/C15H17NO2/c1-11(17)16-9-8-13-5-3-4-12-6-7-14(18-2)10-15(12)13/h3-7,10H,8-9H2,1-2H3,(H,16,17)",YJYPHIXNFHFHND-UHFFFAOYSA-N,C15H17NO2,243.30,243.125928785,4,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,38.3,2.7,Agomelatine_82148.sdf
Tianeptine,Antidepressants,68870,1,0,0,654,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,1,436.1223562,6,2,29,"7-[(3-chloro-6-methyl-5,5-dioxo-11H-benzo[c][2,1]benzothiazepin-11-yl)amino]heptanoic acid","InChI=1S/C21H25ClN2O4S/c1-24-18-9-6-5-8-16(18)21(23-13-7-3-2-4-10-20(25)26)17-12-11-15(22)14-19(17)29(24,27)28/h5-6,8-9,11-12,14,21,23H,2-4,7,10,13H2,1H3,(H,25,26)",JICJBGPOMZQUBB-UHFFFAOYSA-N,C21H25ClN2O4S,437.0,436.1223562,8,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,95.1,1.2,Tianeptine_68870.sdf
Haloperidol,Antipsychotics,3559,0,0,0,451,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,1,375.1401348,4,1,26,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,"InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2",LNEPOXFFQSENCJ-UHFFFAOYSA-N,C21H23ClFNO2,375.9,375.1401348,6,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,40.5,3.2,Haloperidol_3559.sdf
Chlorpromazine,Antipsychotics,2726,0,0,0,339,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,1,318.0957475,3,0,21,"3-(2-chlorophenothiazin-10-yl)-N,N-dimethylpropan-1-amine","InChI=1S/C17H19ClN2S/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20/h3-4,6-9,12H,5,10-11H2,1-2H3",ZPEIMTDSQAKGNT-UHFFFAOYSA-N,C17H19ClN2S,318.9,318.0957475,4,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,31.8,5.2,Chlorpromazine_2726.sdf
Fluphenazine,Antipsychotics,3372,0,0,0,544,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,1,437.17486812,8,1,30,2-[4-[3-[2-(trifluoromethyl)phenothiazin-10-yl]propyl]piperazin-1-yl]ethanol,"InChI=1S/C22H26F3N3OS/c23-22(24,25)17-6-7-21-19(16-17)28(18-4-1-2-5-20(18)30-21)9-3-8-26-10-12-27(13-11-26)14-15-29/h1-2,4-7,16,29H,3,8-15H2",PLDUPXSUYLZYBN-UHFFFAOYSA-N,C22H26F3N3OS,437.5,437.17486812,6,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,55.3,4.4,Fluphenazine_3372.sdf
Risperidone,Antipsychotics,5073,0,0,0,731,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,1,410.21180428,6,0,30,"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one","InChI=1S/C23H27FN4O2/c1-15-18(23(29)28-10-3-2-4-21(28)25-15)9-13-27-11-7-16(8-12-27)22-19-6-5-17(24)14-20(19)30-26-22/h5-6,14,16H,2-4,7-13H2,1H3",RAPZEAPATHNIPO-UHFFFAOYSA-N,C23H27FN4O2,410.5,410.21180428,4,CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,61.9,2.7,Risperidone_5073.sdf
Olanzapine,Antipsychotics,135398745,0,0,0,432,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,1,312.14086783,4,1,22,"2-methyl-4-(4-methylpiperazin-1-yl)-10H-thieno[2,3-b][1,5]benzodiazepine","InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,19H,7-10H2,1-2H3",KVWDHTXUZHCGIO-UHFFFAOYSA-N,C17H20N4S,312.4,312.14086783,1,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,59.1,2.9,Olanzapine_135398745.sdf
Quetiapine,Antipsychotics,5002,0,0,0,496,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,1,383.16674822,5,1,27,"2-[2-(4-benzo[b][1,4]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol","InChI=1S/C21H25N3O2S/c25-14-16-26-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)27-20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2",URKOMYMAXPYINW-UHFFFAOYSA-N,C21H25N3O2S,383.5,383.16674822,6,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,73.6,2.1,Quetiapine_5002.sdf
Aripiprazole,Antipsychotics,60795,0,0,0,559,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,1,447.1480325,4,1,30,"7-[4-[4-(2,3-dichlorophenyl)piperazin-1-yl]butoxy]-3,4-dihydro-1H-quinolin-2-one","InChI=1S/C23H27Cl2N3O2/c24-19-4-3-5-21(23(19)25)28-13-11-27(12-14-28)10-1-2-15-30-18-8-6-17-7-9-22(29)26-20(17)16-18/h3-6,8,16H,1-2,7,9-15H2,(H,26,29)",CEUORZQYGODEFX-UHFFFAOYSA-N,C23H27Cl2N3O2,448.4,447.1480325,7,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,44.8,4.6,Aripiprazole_60795.sdf
Clozapine,Antipsychotics,135398737,0,0,0,446,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,1,326.1298243,3,1,23,"3-chloro-6-(4-methylpiperazin-1-yl)-11H-benzo[b][1,4]benzodiazepine","InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3",QZUDBNBUXVUHMW-UHFFFAOYSA-N,C18H19ClN4,326.8,326.1298243,1,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,30.9,3.1,Clozapine_135398737.sdf
Ziprasidone,Antipsychotics,60854,0,0,0,573,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,1,412.1124602,5,1,28,"5-[2-[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]ethyl]-6-chloro-1,3-dihydroindol-2-one","InChI=1S/C21H21ClN4OS/c22-17-13-18-15(12-20(27)23-18)11-14(17)5-6-25-7-9-26(10-8-25)21-16-3-1-2-4-19(16)28-24-21/h1-4,11,13H,5-10,12H2,(H,23,27)",MVWVFYHBGMAFLY-UHFFFAOYSA-N,C21H21ClN4OS,412.9,412.1124602,4,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,76.7,4,Ziprasidone_60854.sdf
Paliperidone,Antipsychotics,115237,1,0,0,764,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,1,426.20671890,7,1,31,"3-[2-[4-(6-fluoro-1,2-benzoxazol-3-yl)piperidin-1-yl]ethyl]-9-hydroxy-2-methyl-6,7,8,9-tetrahydropyrido[1,2-a]pyrimidin-4-one","InChI=1S/C23H27FN4O3/c1-14-17(23(30)28-9-2-3-19(29)22(28)25-14)8-12-27-10-6-15(7-11-27)21-18-5-4-16(24)13-20(18)31-26-21/h4-5,13,15,19,29H,2-3,6-12H2,1H3",PMXMIIMHBWHSKN-UHFFFAOYSA-N,C23H27FN4O3,426.5,426.20671890,4,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,82.2,2.2,Paliperidone_115237.sdf
Lurasidone,Antipsychotics,213046,6,0,0,804,C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O,1,492.25589758,6,0,35,"(1R,2S,6R,7S)-4-[[(1R,2R)-2-[[4-(1,2-benzothiazol-3-yl)piperazin-1-yl]methyl]cyclohexyl]methyl]-4-azatricyclo[5.2.1.02,6]decane-3,5-dione","InChI=1S/C28H36N4O2S/c33-27-24-18-9-10-19(15-18)25(24)28(34)32(27)17-21-6-2-1-5-20(21)16-30-11-13-31(14-12-30)26-22-7-3-4-8-23(22)35-29-26/h3-4,7-8,18-21,24-25H,1-2,5-6,9-17H2/t18-,19+,20-,21-,24+,25-/m0/s1",PQXKDMSYBGKCJA-CVTJIBDQSA-N,C28H36N4O2S,492.7,492.25589758,5,C1CC[C@H]([C@@H](C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O,85,5.4,Lurasidone_213046.sdf
Cariprazine,Antipsychotics,11154555,0,0,0,491,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,1,426.1953170,3,1,28,"3-[4-[2-[4-(2,3-dichlorophenyl)piperazin-1-yl]ethyl]cyclohexyl]-1,1-dimethylurea","InChI=1S/C21H32Cl2N4O/c1-25(2)21(28)24-17-8-6-16(7-9-17)10-11-26-12-14-27(15-13-26)19-5-3-4-18(22)20(19)23/h3-5,16-17H,6-15H2,1-2H3,(H,24,28)",KPWSJANDNDDRMB-UHFFFAOYSA-N,C21H32Cl2N4O,427.4,426.1953170,5,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,38.8,4.3,Cariprazine_11154555.sdf
Brexpiprazole,Antipsychotics,11978813,0,0,0,636,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,1,433.18239829,5,1,31,7-[4-[4-(1-benzothiophen-4-yl)piperazin-1-yl]butoxy]-1H-quinolin-2-one,"InChI=1S/C25H27N3O2S/c29-25-9-7-19-6-8-20(18-22(19)26-25)30-16-2-1-11-27-12-14-28(15-13-27)23-4-3-5-24-21(23)10-17-31-24/h3-10,17-18H,1-2,11-16H2,(H,26,29)",ZKIAIYBUSXZPLP-UHFFFAOYSA-N,C25H27N3O2S,433.6,433.18239829,7,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,73.1,4.7,Brexpiprazole_11978813.sdf
Pimozide,Antipsychotics,16362,0,0,0,632,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,1,461.22786888,4,1,34,"3-[1-[4,4-bis(4-fluorophenyl)butyl]piperidin-4-yl]-1H-benzimidazol-2-one","InChI=1S/C28H29F2N3O/c29-22-11-7-20(8-12-22)25(21-9-13-23(30)14-10-21)4-3-17-32-18-15-24(16-19-32)33-27-6-2-1-5-26(27)31-28(33)34/h1-2,5-14,24-25H,3-4,15-19H2,(H,31,34)",YVUQSNJEYSNKRX-UHFFFAOYSA-N,C28H29F2N3O,461.5,461.22786888,7,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,35.6,6.3,Pimozide_16362.sdf
Buspirone,Anxiolytics,2477,0,0,0,529,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,1,385.24777525,6,0,28,"8-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-8-azaspiro[4.5]decane-7,9-dione","InChI=1S/C21H31N5O2/c27-18-16-21(6-1-2-7-21)17-19(28)26(18)11-4-3-10-24-12-14-25(15-13-24)20-22-8-5-9-23-20/h5,8-9H,1-4,6-7,10-17H2",QWCRAEMEVRGPNT-UHFFFAOYSA-N,C21H31N5O2,385.5,385.24777525,6,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,69.6,2.6,Buspirone_2477.sdf
Hydroxyzine,Anxiolytics,3658,1,0,0,376,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,1,374.1761058,4,1,26,2-[2-[4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-yl]ethoxy]ethanol,"InChI=1S/C21H27ClN2O2/c22-20-8-6-19(7-9-20)21(18-4-2-1-3-5-18)24-12-10-23(11-13-24)14-16-26-17-15-25/h1-9,21,25H,10-17H2",ZQDWXGKKHFNSQK-UHFFFAOYSA-N,C21H27ClN2O2,374.9,374.1761058,8,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,35.9,3.7,Hydroxyzine_3658.sdf
Gabapentin,Anxiolytics,3446,0,0,0,162,C1CCC(CC1)(CC(=O)O)CN,1,171.125928785,3,2,12,2-[1-(aminomethyl)cyclohexyl]acetic acid,"InChI=1S/C9H17NO2/c10-7-9(6-8(11)12)4-2-1-3-5-9/h1-7,10H2,(H,11,12)",UGJMXCAKCUNAIE-UHFFFAOYSA-N,C9H17NO2,171.24,171.125928785,3,C1CCC(CC1)(CC(=O)O)CN,63.3,-1.1,Gabapentin_3446.sdf
Pregabalin,Anxiolytics,5486971,1,0,0,123,CC(C)CC(CC(=O)O)CN,1,159.125928785,3,2,11,(3S)-3-(aminomethyl)-5-methylhexanoic acid,"InChI=1S/C8H17NO2/c1-6(2)3-7(5-9)4-8(10)11/h6-7H,3-5,9H2,1-2H3,(H,10,11)/t7-/m0/s1",AYXYPKUFHZROOJ-ZETCQYMHSA-N,C8H17NO2,159.23,159.125928785,5,CC(C)C[C@@H](CC(=O)O)CN,63.3,-1.6,Pregabalin_5486971.sdf
Zolpidem,Anxiolytics,5732,0,0,0,417,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,1,307.168462302,2,0,23,"N,N-dimethyl-2-[6-methyl-2-(4-methylphenyl)imidazo[1,2-a]pyridin-3-yl]acetamide","InChI=1S/C19H21N3O/c1-13-5-8-15(9-6-13)19-16(11-18(23)21(3)4)22-12-14(2)7-10-17(22)20-19/h5-10,12H,11H2,1-4H3",ZAFYATHCZYHLPB-UHFFFAOYSA-N,C19H21N3O,307.4,307.168462302,3,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,37.6,2.5,Zolpidem_5732.sdf
Zaleplon,Anxiolytics,5719,0,0,0,487,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,1,305.12766012,4,0,23,"N-[3-(3-cyanopyrazolo[1,5-a]pyrimidin-7-yl)phenyl]-N-ethylacetamide","InChI=1S/C17H15N5O/c1-3-21(12(2)23)15-6-4-5-13(9-15)16-7-8-19-17-14(10-18)11-20-22(16)17/h4-9,11H,3H2,1-2H3",HUNXMJYCHXQEGX-UHFFFAOYSA-N,C17H15N5O,305.33,305.12766012,3,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,74.3,1,Zaleplon_5719.sdf
Eszopiclone,Anxiolytics,969472,1,0,0,573,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,1,388.1050661,7,0,27,"[(7S)-6-(5-chloro-2-pyridinyl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazine-1-carboxylate","InChI=1S/C17H17ClN6O3/c1-22-6-8-23(9-7-22)17(26)27-16-14-13(19-4-5-20-14)15(25)24(16)12-3-2-11(18)10-21-12/h2-5,10,16H,6-9H2,1H3/t16-/m0/s1",GBBSUAFBMRNDJC-INIZCTEOSA-N,C17H17ClN6O3,388.8,388.1050661,3,CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,91.8,0.5,Eszopiclone_969472.sdf
Melatonin,Anxiolytics,896,0,0,0,270,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,1,232.121177757,2,2,17,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,"InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)",DRLFMBDRBRZALE-UHFFFAOYSA-N,C13H16N2O2,232.28,232.121177757,4,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,54.1,0.8,Melatonin_896.sdf
Ramelteon,Anxiolytics,208902,1,0,0,331,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3,1,259.157228913,2,1,19,"N-[2-[(8S)-2,6,7,8-tetrahydro-1H-cyclopenta[e][1]benzofuran-8-yl]ethyl]propanamide","InChI=1S/C16H21NO2/c1-2-15(18)17-9-7-12-4-3-11-5-6-14-13(16(11)12)8-10-19-14/h5-6,12H,2-4,7-10H2,1H3,(H,17,18)/t12-/m0/s1",YLXDSYKOBKBWJQ-LBPRGKRZSA-N,C16H21NO2,259.34,259.157228913,4,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,38.3,2.7,Ramelteon_208902.sdf
Suvorexant,Anxiolytics,24965990,1,0,0,664,CC1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,1,450.1571017,6,0,32,"[(7R)-4-(5-chloro-1,3-benzoxazol-2-yl)-7-methyl-1,4-diazepan-1-yl]-[5-methyl-2-(triazol-2-yl)phenyl]methanone","InChI=1S/C23H23ClN6O2/c1-15-3-5-20(30-25-8-9-26-30)18(13-15)22(31)29-12-11-28(10-7-16(29)2)23-27-19-14-17(24)4-6-21(19)32-23/h3-6,8-9,13-14,16H,7,10-12H2,1-2H3/t16-/m1/s1",JYTNQNCOQXFQPK-MRXNPFEDSA-N,C23H23ClN6O2,450.9,450.1571017,3,C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,80.3,4.9,Suvorexant_24965990.sdf
Ethanol,Anxiolytics,702,0,0,0,2,CCO,1,46.041864811,1,1,3,ethanol,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N,C2H6O,46.07,46.041864811,0,CCO,20.2,-0.1,Ethanol_702.sdf
GHB,Anxiolytics,10413,0,0,0,60,C(CC(=O)O)CO,1,104.047344113,3,2,7,4-hydroxybutanoic acid,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)",SJZRECIVHVDYJC-UHFFFAOYSA-N,C4H8O3,104.10,104.047344113,3,C(CC(=O)O)CO,57.5,-0.6,GHB_10413.sdf
"1,4-Butanediol",Anxiolytics,8064,0,0,0,17,C(CCO)CO,1,90.068079557,2,2,6,"butane-1,4-diol","InChI=1S/C4H10O2/c5-3-1-2-4-6/h5-6H,1-4H2",WERYXYBDKMZEQL-UHFFFAOYSA-N,C4H10O2,90.12,90.068079557,3,C(CCO)CO,40.5,-0.8,"1,4-Butanediol_8064.sdf"
GBL,Anxiolytics,7302,0,0,0,67,C1CC(=O)OC1,1,86.036779430,2,0,6,oxolan-2-one,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,YEJRWHAVMIAJKC-UHFFFAOYSA-N,C4H6O2,86.09,86.036779430,0,C1CC(=O)OC1,26.3,-0.6,GBL_7302.sdf
Piracetam,Nootropics,4843,0,0,0,167,C1CC(=O)N(C1)CC(=O)N,1,142.074227566,2,1,10,2-(2-oxopyrrolidin-1-yl)acetamide,"InChI=1S/C6H10N2O2/c7-5(9)4-8-3-1-2-6(8)10/h1-4H2,(H2,7,9)",GMZVRMREEHBGGF-UHFFFAOYSA-N,C6H10N2O2,142.16,142.074227566,2,C1CC(=O)N(C1)CC(=O)N,63.4,-1.3,Piracetam_4843.sdf
